KR7001810001,20120113,A001810,1910,1860,1920,1845,2,60,3.24,30199,127832,241932950,1910,1905,24162,29644,66147,56230,,,2000,2046,1920,1790,20120113,20120106,0,1910,0,0,1910,1900,0,0,0,0,0,0,0,50,95500,4,,22137500,1850,500,1892.57837567106,100,22137500,21906277,0,231223,1.044486,1.044486,0,0,0,0,0,0,0,00,1,1,0.11,0.4338627,,,,,,,,2125,1575,00,127782,241837450,00,00,0,1910,1860,1920,1845,1910,127832,241932950,1,00,
KR7001820000,20120113,A001820,7220,7350,7490,7180,5,-140,-1.9,133998,192331,1399782820,7220,7210,6800,30470,145420,36683,,,516,341,7850,7170,20120110,20120109,180000,7220,0,3,7220,7210,610,4403800,7210,7220,7210,50,368000,2241,16180020,1,,10395000,7360,1000,7278.65081035571,100,10395000,10248025,0,146975,1.413901,1.413901,0,0,0,0,0,0,-800,00,1,1,4.44,0.01179562,,,,,,,,8460,6260,00,189430,1378831000,00,00,-31280,7220,7350,7490,7180,7220,192331,1399782820,1,00,
KR7006840003,20120113,A006840,36050,35950,36800,35400,2,550,1.55,48640,66282,2391371650,36050,35850,2930,4830,34020,29294,,,680,325,39500,34950,20120105,20120111,180000,35950,-100,5,36100,35950,13,468550,36050,36050,35950,47,1668500,532,19178600,1,,8900000,35500,5000,36079.3959179946,100,8900000,6955181,0,1944819,21.8519,21.8519,0,0,0,0,0,0,-1730,00,1,0.6970955,1.91,0.4672258,,,,,,,,40800,30200,00,65690,2370056000,00,00,2613,36050,35950,36800,35400,36050,66282,2391371650,1,00,
KR7006890008,20120113,A006890,3470,3475,3475,3400,2,10,0.29,78356,61312,210745890,3475,3470,5430,10740,36220,21270,,,111,102,3600,3190,20120110,20120105,0,3470,0,0,3495,3475,0,0,0,0,0,0,0,132,458040,1,,11600000,3460,500,3437.1992481203,100,11600000,11535788,0,64212,0.5535517,0.5535517,0,0,0,0,670,2310300,2020,00,1,1,2.4,1.089393,,,,,,,,3975,2945,00,61180,210287850,00,00,0,3470,3475,3475,3400,3470,61312,210745890,1,00,
KR7006910004,20120113,A006910,2415,2545,2585,2415,5,-75,-3.01,1608851,1350627,3386348790,2425,2415,14572,52365,830002,434889,,,1455,1429,2585,2275,20120113,20120109,180000,2430,15,2,2445,2430,3530,8552390,2415,2430,2415,0,0,12512,30216480,4,,30742050,2490,500,2508.10454258416,100,30742050,30716367,0,25683,0.08354355,0.08354355,0,0,0,0,0,0,-6683,00,1,1,2.7,1.352581,,,,,,,,2860,2120,00,1334585,3347579920,00,00,0,2415,2545,2585,2415,2415,1350627,3386348790,1,00,
KR7006920003,20120113,A006920,2750,2765,2800,2695,5,-40,-1.43,423162,239026,653400405,2750,2720,30466,11830,159628,64055,,,244,227,2960,2650,20120111,20120110,180000,2840,90,2,2840,2750,17,48025,2750,2840,2750,74,206460,941,2587750,4,,10920000,2790,500,2733.5131359475,100,10920000,10913530,0,6470,0.05924908,0.05924908,0,0,0,0,0,0,-5102,00,1,1,1.13,0.3860495,,,,,,,,3205,2375,00,237994,650558170,00,00,0,2750,2765,2800,2695,2750,239026,653400405,1,00,
KR7006980007,20120113,A006980,2845,2855,2960,2830,5,-85,-2.9,718526,578787,1665725175,2850,2845,20210,39570,363159,154298,,,553,627,3480,2740,20120106,20120109,180000,2880,35,2,2880,2865,1880,5369160,2845,2880,2845,2060,6035800,8737,24856765,1,,30900000,2930,500,2878.27709994894,100,30900000,30337140,0,562860,1.821553,1.821553,0,0,0,0,0,0,59350,00,1,1,2.15,4.481431,,,,,,,,3365,2495,00,566110,1629463450,00,00,0,2845,2855,2960,2830,2845,578787,1665725175,1,00,
KR7007070006,20120113,A007070,22900,23050,23100,22650,5,-100,-0.43,299182,150398,3447400300,22950,22900,32140,15360,79770,63672,,,392,577,24600,21150,20120105,20120105,180000,23000,100,2,23600,22900,585,13451000,22900,23000,22800,1,23000,2372,54318800,1,,77000000,23000,1000,22922.1989528796,100,77000000,75470250,0,1529750,1.986688,1.986688,0,0,0,0,0,0,39440,00,1,1,0.03,-0.2277558,,,,,,,,26450,19550,00,147440,3379607500,00,00,22669,22900,23050,23100,22650,22900,150398,3447400300,1,00,
KR7014100002,20120113,A014100,17200,17100,17500,16850,5,-50,-0.29,544304,257578,4431186700,17250,17200,32958,46865,109633,119624,,,685,1034,23550,16500,20120105,20120112,180000,17100,-100,5,17150,17100,2713,46448700,17200,17200,17100,1412,24357000,2786,47919200,4,,10000000,17250,500,17203.0566737706,100,10000000,9907180,0,92820,0.9282,0.9282,0,0,0,0,0,0,-13760,00,1,0.9324961,4.18,2.762824,,,,,,,,19800,14700,00,250667,4312461800,00,00,0,17200,17100,17500,16850,17200,257578,4431186700,1,00,
KR7019440007,20120113,A019440,26950,26600,27750,26450,2,650,2.47,10038,26789,730854050,27000,26950,2830,6940,13480,12790,,,446,168,27900,25500,20120110,20120106,180000,26950,0,3,27200,26950,5,134750,26950,26950,26950,0,0,4,107800,1,,8570000,26300,5000,27281.9208512227,100,8570000,8513115,0,56885,0.6637689,0.6637689,0,0,0,0,0,0,1040,00,1,1,0.47,0.662627,,,,,,,,30200,22400,00,26780,730611500,00,00,-5503,26950,26600,27750,26450,26950,26789,730854050,1,00,
KR7019490002,20120113,A019490,6090,6060,6110,6010,5,-30,-0.49,6380,5333,32205580,6090,6060,4420,1940,5090,120,,,31,7,6300,5990,20120106,20120106,170000,5960,-130,5,6070,5960,3,17880,5960,5960,5960,0,0,0,0,1,,5530735,6120,2500,6038.92368273017,100,5530735,5485526,0,45209,0.817414,0.817414,0,0,0,0,0,0,0,00,1,1,0.36,0.224602,,,,,,,,7030,5210,00,5330,32187700,00,00,0,6090,6060,6110,6010,6090,5333,32205580,1,00,
KR7019540004,20120113,A019540,2285,2290,2300,2250,3,0,0,20271,15989,36237430,2285,2280,5755,9793,10815,3673,,,68,43,2360,2250,20120106,20120113,0,2285,0,0,2310,2220,0,0,0,0,0,0,0,0,0,4,,13513500,2285,500,2266.39752329727,100,13513500,13510656,0,2844,0.02104562,0.02104562,0,0,0,0,0,0,0,00,1,1,3.62,0.09523539,,,,,,,,2625,1945,00,15989,36237430,00,00,0,2285,2290,2300,2250,2285,15989,36237430,1,00,
KR7019550003,20120113,A019550,502,499,511,479,3,0,0,7056372,1590268,780862317,502,501,72795,34293,1110866,449343,,,733,1454,648,461,20120111,20120109,180000,502,0,3,504,494,40,20080,502,502,502,0,0,9303,4670106,4,,162066575,502,500,490.961033925482,100,162066575,155254137,0,6812438,4.203481,4.203481,0,0,0,0,0,0,59741,00,1,1,0,2.474777,,,,,,,,577,427,00,1580925,776172131,00,00,0,502,499,511,479,502,1590268,780862317,1,00,
KR7019570001,20120113,A019570,285,304,305,284,5,-10,-3.39,260358,37833,10985398,286,285,10832,9285,33028,803,,,104,33,363,252,20120111,20120110,0,285,0,0,290,277,0,0,0,0,0,0,0,0,0,4,,24413570,295,500,290.36550101763,100,24413570,24413570,0,0,0,0,0,0,0,0,0,0,0,00,1,1,0,1.616183,,,,,,,,339,251,00,37833,10985398,00,00,0,285,304,305,284,285,37833,10985398,1,00,
